weight,value
2.94488855804641,6.45811111926347
0.855590081919427,0.158317530333605
0.028407272611206,7.28861662130999
1.8562952530818,10.0453331086053
2.22309473644548,7.17458229730475
1.25154618639043,1.83320044759128
1.64197941879037,3.8797182986325
2.21696707789268,0.658463873900771
0.725916707549353,7.49405436389001
0.693163429148135,9.10128797507342
3.58776139535432,3.1331760496328
3.09569929039658,11.3317593865217
1.13920503621529,8.34886973409357
1.1504995281335,10.2507540806973
0.311580531295183,7.4608034855332
0.351316602565911,1.50609939299984
0.969788843662624,6.68451735433961
2.16047986508777,2.52767737593789
0.764474708416408,0.612994755177078
0.278251848340252,5.81033342409976
0.638268065473647,4.07453907537577
1.84767948550332,2.7571809235606
2.83194686050519,6.13559124921419
0.13453914814768,3.63730961110028
2.70909462200782,0.271800966407768
2.66292143529708,0.818228227882973
0.0444675449421764,11.907528073194
1.96569743263351,5.08200763881773
2.47290586470904,5.98364535782375
2.89741534365108,5.81615817226685
0.389857394305752,9.58786814188975
3.99439517368819,3.42802246299754
0.362166131818909,7.04303629322768
2.63318406084914,1.65457516319714
1.61464666166697,5.08765340320205
0.928293769589259,2.30246788353778
0.694763575046782,2.83072432291112
0.0819361789496202,4.04016876188815
1.53874056731915,6.49808321060214
2.74112208461516,11.352372577658
0.341072081824643,6.11382916419436
2.27815285606521,9.01317316951056
2.16257219372745,10.002053864045
0.0842815616105996,0.759545924633529
3.54914399625916,8.36697599599109
3.16883419049841,6.13254015509224
0.0444649727253189,2.47511159622413
2.85932922268159,11.5428787341236
2.49115317289748,9.93478809515075
3.44428187300222,10.7721520362482
2.96594074645745,7.04811519182127
0.419121296307311,10.5277926042676
1.64103231160864,7.8219264475399
3.82971398309184,5.42023469551658
2.45170254134081,3.77442048778509
0.346431365616542,8.55664936323946
0.535562537268271,10.3161147666511
3.93958408344408,6.48782515261228
0.200997643738994,7.67869917911647
0.988609478359288,0.891136715884556
0.389474854439202,7.50293754174887
0.131556931916611,3.62028339715851
1.77352061047456,4.35432046098655
3.39452327970847,2.5866967819878
3.7821067857879,4.81267507987251
3.46182722643265,6.9508436766795
3.68521611168122,4.73874664614293
2.18212883589097,6.84039186519201
2.25701567579114,10.5173128630682
1.65966078455247,9.01424325423921
1.32336931601384,2.37358519101188
0.446878289349661,5.84543400104861
2.99697052123598,3.12932419113364
3.59162460704269,8.69233168583295
1.82074161802823,7.34616773057516
0.814729304965348,10.2272030551216
3.55870379485923,7.7202737228839
1.36934884106303,7.72186719718294
3.14254454830924,10.0123126353405
1.66597359558584,9.3038987829917
2.27612654772073,10.4983816608358
3.06903382777549,8.23346576453563
3.39939871925051,5.14452717155309
1.27465392093895,8.04630494186814
3.79884721717057,11.985716056876
1.75902281035982,2.32377540981681
3.10977564767921,8.83540024061547
2.38591028526905,2.10826302236061
0.113412386358783,11.0437040149877
4.00054271928671,7.37419733505421
3.0136920580608,10.5964935379352
2.56736589822374,4.52791604652089
2.32577390026853,9.3080843143407
3.23909081134458,10.4120502316824
3.10790164786313,10.9404293445741
2.03511235081508,5.21240556235217
3.68285752673931,0.760804619621698
3.68303307476011,5.98658211804952
3.02220684520648,3.01722116854647
2.5167013574444,1.56071190324752
1.38106481517454,1.83461468338066
1.54894189141808,6.3682423500175
2.83211101346467,9.92815017695527
3.22811941903491,11.2238306176403
1.97352613211594,9.02939189935712
1.14400423503161,3.83127841620564
0.326996225811755,10.3882519769243
0.190631493707907,6.45516562585639
0.237569394974005,7.25820033880517
2.03681638960335,5.50162908425779
2.68581602349861,1.86255447167974
3.48309658577791,9.49645503032801
2.17554887888155,8.56302099076918
2.31022612215879,7.22145202948181
2.8332907988244,9.75865076405696
3.76358741168889,7.62778920316087
3.86221206317624,4.41923231484252
0.960754444335317,4.11791440408902
1.97161617222902,10.8592849654267
2.50656554469825,9.6031160758033
1.85191744591673,1.20399802797328
2.76964333699943,11.0032975881306
2.56540759458341,2.32990280290715
0.261550778230381,5.0121134963897
3.6393122181937,6.21246100118637
1.35819812593148,4.84727310618378
